statement_id,date,clean_text,next_day_return,label
19980929,19980929,"The Federal Open Market Committee decided today to ease the stance of monetary policy slightly, expecting the federal funds rate to decline 1/4 percentage point to around 5-1/4 percent. The action was taken to cushion the effects on prospective economic growth in the United States of increasing weakness in foreign economies and of less accommodative financial conditions domestically. The recent changes in the global economy and adjustments in U.S. financial markets mean that a slightly lower federal funds rate should now be consistent with keeping inflation low and sustaining economic growth going forward. The discount rate remains unchanged at 5 percent.",-3.051420294145438,0.0
19981117,19981117,"The Federal Reserve today announced the following set of policy actions: * The Board of Governors approved a reduction in the discount rate by 25 basis points from 4-3/4 percent to 4-1/2 percent. * The federal funds rate is expected to fall 25 basis points from around 5 percent to around 4-3/4 percent. Although conditions in financial markets have settled down materially since mid-October, unusual strains remain. With the 75 basis point decline in the federal funds rate since September, financial conditions can reasonably be expected to be consistent with fostering sustained economic expansion while keeping inflationary pressures subdued. In taking the discount rate action, the Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Philadelphia, and Dallas. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks.",0.4529047522159611,1.0
19990518,19990518,"The Federal Reserve released the following statement after today's Federal Open Market Committee meeting: While the FOMC did not take action today to alter the stance of monetary policy, the Committee was concerned about the potential for a buildup of inflationary imbalances that could undermine the favorable performance of the economy and therefore adopted a directive that is tilted toward the possibility of a firming in the stance of monetary policy. Trend increases in costs and core prices have generally remained quite subdued. But domestic financial markets have recovered and foreign economic prospects have improved since the easing of monetary policy last fall. Against the background of already-tight domestic labor markets and ongoing strength in demand in excess of productivity gains, the Committee recognizes the need to be alert to developments over coming months that might indicate that financial conditions may no longer be consistent with containing inflation.",0.8182607790465181,1.0
19990630,19990630,"The Federal Open Market Committee today voted to raise its target for the federal funds rate 25 basis points to 5 percent. Last fall the Committee reduced interest rates to counter a significant seizing-up of financial markets in the United States. Since then much of the financial strain has eased, foreign economies have firmed, and economic activity in the United States has moved forward at a brisk pace. Accordingly, the full degree of adjustment is judged no longer necessary. Labor markets have continued to tighten over recent quarters, but strengthening productivity growth has contained inflationary pressures. Owing to the uncertain resolution of the balance of conflicting forces in the economy going forward, the FOMC has chosen to adopt a directive that includes no predilection about near-term policy action. The Committee, nonetheless, recognizes that in the current dynamic environment it must be especially alert to the emergence, or potential emergence, of inflationary forces that could undermine economic growth.",0.601000956849298,1.0
19990824,19990824,"The Federal Open Market Committee today voted to raise its target for the federal funds rate by 25 basis points to 5-1/4 percent. In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 4-3/4 percent. With financial markets functioning more normally, and with persistent strength in domestic demand, foreign economies firming and labor markets remaining very tight, the degree of monetary ease required to address the global financial market turmoil of last fall is no longer consistent with sustained, noninflationary, economic expansion. Today's increase in the federal funds rate, together with the policy action in June and the firming of conditions more generally in U.S. financial markets over recent months, should markedly diminish the risk of rising inflation going forward. As a consequence, the directive the Federal Open Market Committee adopted is symmetrical with regard to the outlook for policy over the near term. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City, and San Francisco. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks.",1.3414036716171618,1.0
19991005,19991005,"The Federal Open Market Committee decided today to leave its target for the federal funds rate unchanged. Strengthening productivity growth has been fostering favorable trends in unit costs and prices, and much recent information suggests that these trends have been sustained. Nonetheless, the growth of demand has continued to outpace that of supply, as evidenced by a decreasing pool of available workers willing to take jobs. In these circumstances, the Federal Open Market Committee will need to be especially alert in the months ahead to the potential for costs to increase significantly in excess of productivity in a manner that could contribute to inflation pressures and undermine the impressive performance of the economy. Against this background, the Committee adopted a directive that was biased toward a possible firming of policy going forward. Committee members emphasized that such a directive did not signify a commitment to near-term action. The Committee will need to evaluate additional information on the balance of aggregate supply and demand and conditions in financial markets.",1.848084625912901,1.0
19991116,19991116,"The Federal Open Market Committee today voted to raise its target for the federal funds rate by 25 basis points to 5-1/2 percent. In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 5 percent. Although cost pressures appear generally contained, risks to sustainable growth persist. Despite tentative evidence of a slowing in certain interest-sensitive sectors of the economy and of accelerating productivity, the expansion of activity continues in excess of the economy's growth potential. As a consequence, the pool of available workers willing to take jobs has been drawn down further in recent months, a trend that must eventually be contained if inflationary imbalances are to remain in check and economic expansion continue. Today's increase in the federal funds rate, together with the policy actions in June and August and the firming of conditions more generally in U.S. financial markets over the course of the year, should markedly diminish the risk of inflation going forward. As a consequence, the directive the Federal Open Market Committee adopted is symmetrical with regard to the outlook for policy over the near term. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, Cleveland, Richmond and Kansas City. The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks.",-0.6591214310268367,0.0
19991221,19991221,"The Federal Open Market Committee made no change today in its target for the federal funds rate. Based on the available evidence, however, the Committee remains concerned with the possibility that over time increases in demand will continue to exceed the growth in potential supply, even after taking account of the remarkable rise in productivity growth. Such trends could foster inflationary imbalances that would undermine the economy's exemplary performance. Nonetheless, in light of market uncertainties associated with the century date change, the Committee decided to adopt a symmetric directive in order to indicate that the focus of policy in the intermeeting period must be ensuring a smooth transition into the Year 2000. At its next meeting the Committee will assess available information on the likely balance of supply and demand, conditions in financial markets, and the possible need for adjustment in the stance of policy to contain inflationary pressures.",0.1883559762741982,1.0
20000202,20000202,"The Federal Open Market Committee voted today to raise its target for the federal funds rate by 25 basis points to 5-3/4 percent. In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 5-1/4 percent. The Committee remains concerned that over time increases in demand will continue to exceed the growth in potential supply, even after taking account of the pronounced rise in productivity growth. Such trends could foster inflationary imbalances that would undermine the economy's record economic expansion. Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks are weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City and San Francisco. The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks.",1.1248137590027851,1.0
20000321,20000321,"The Federal Open Market Committee voted today to raise its target for the federal funds rate by 25 basis points to 6 percent. In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 5-1/2 percent. Economic conditions and considerations addressed by the Committee are essentially the same as when the Committee met in February. The Committee remains concerned that increases in demand will continue to exceed the growth in potential supply, which could foster inflationary imbalances that would undermine the economy's record economic expansion. Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks are weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City and San Francisco. The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks.",0.4531866597078899,1.0
20000516,20000516,"The Federal Open Market Committee voted today to raise its target for the federal funds rate by 50 basis points to 6-1/2 percent. In a related action, the Board of Governors approved a 50 basis point increase in the discount rate to 6 percent. Increases in demand have remained in excess of even the rapid pace of productivity-driven gains in potential supply, exerting continued pressure on resources. The Committee is concerned that this disparity in the growth of demand and potential supply will continue, which could foster inflationary imbalances that would undermine the economy's outstanding performance. Against the background of its long-term goals of price stability and sustainable economic growth and of the information already available, the Committee believes the risks are weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, Cleveland, Richmond, and San Francisco. The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks.",-1.2441672634015555,0.0
20000628,20000628,"The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent. Recent data suggest that the expansion of aggregate demand may be moderating toward a pace closer to the rate of growth of the economy's potential to produce. Although core measures of prices are rising slightly faster than a year ago, continuing rapid advances in productivity have been containing costs and holding down underlying price pressures. Nonetheless, signs that growth in demand is moving to a sustainable pace are still tentative and preliminary, and the utilization of the pool of available workers remains at an unusually high level. In these circumstances, and against the background of its long-term goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.",-0.8543965644910988,0.0
20000822,20000822,"The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent. Recent data have indicated that the expansion of aggregate demand is moderating toward a pace closer to the rate of growth of the economy's potential to produce. The data also have indicated that more rapid advances in productivity have been raising that potential growth rate as well as containing costs and holding down underlying price pressures. Nonetheless, the Committee remains concerned about the risk of a continuing gap between the growth of demand and potential supply at a time when the utilization of the pool of available workers remains at an unusually high level. Against the background of its long-term goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.",0.5233167879129262,1.0
20001003,20001003,"The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent. Recent data have indicated that the expansion of aggregate demand has moderated to a pace closer to the enhanced rate of growth of the economy's potential to produce. The more rapid advances in productivity also continue to help contain costs and hold down underlying price pressures. However, the utilization of the pool of available workers remains at an unusually high level. Moreover, the increase in energy prices, though having limited effect on core measures of prices to date, poses a risk of raising inflation expectations. The subdued behavior of those expectations so far has contributed importantly to maintaining an environment conducive to maximum sustainable growth. Against the background of its long-term goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the future.",0.5510133874628174,1.0
20001115,20001115,"The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent. The utilization of the pool of available workers remains at an unusually high level, and the increase in energy prices, though having limited effect on core measures of prices to date, still harbors the possibility of raising inflation expectations. The Committee, accordingly, continues to see a risk of heightened inflation pressures. However, softening in business and household demand and tightening conditions in financial markets over recent months suggest that the economy could expand for a time at a pace below the productivity-enhanced rate of growth of its potential to produce. Nonetheless, to date the easing of demand pressures has not been sufficient to warrant a change in the Committee's judgment that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.",-1.2584534265340186,0.0
20001219,20001219,"The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent. The drag on demand and profits from rising energy costs, as well as eroding consumer confidence, reports of substantial shortfalls in sales and earnings, and stress in some segments of the financial markets suggest that economic growth may be slowing further. While some inflation risks persist, they are diminished by the more moderate pace of economic activity and by the absence of any indication that longer-term inflation expectations have increased. The Committee will continue to monitor closely the evolving economic situation. Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee consequently believes that the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.",-3.129594524787352,0.0
20010103,20010103,"The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 6 percent. In a related action, the Board of Governors approved a 25-basis-point decrease in the discount rate to 5-3/4 percent, the level requested by seven Reserve Banks. The Board also indicated that it stands ready to approve a further reduction of 25 basis points in the discount rate to 5-1/2 percent on the requests of Federal Reserve Banks. These actions were taken in light of further weakening of sales and production, and in the context of lower consumer confidence, tight conditions in some segments of financial markets, and high energy prices sapping household and business purchasing power. Moreover, inflation pressures remain contained. Nonetheless, to date there is little evidence to suggest that longer-term advances in technology and associated gains in productivity are abating. The Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Cleveland, Atlanta, St. Louis, Kansas City, Dallas and San Francisco.",-1.0552474216456755,0.0
20010131,20010131,"The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 50 basis points to 5-1/2 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 5 percent. Consumer and business confidence has eroded further, exacerbated by rising energy costs that continue to drain consumer purchasing power and press on business profit margins. Partly as a consequence, retail sales and business spending on capital equipment have weakened appreciably. In response, manufacturing production has been cut back sharply, with new technologies appearing to have accelerated the response of production and demand to potential excesses in the stock of inventories and capital equipment. Taken together, and with inflation contained, these circumstances have called for a rapid and forceful response of monetary policy. The longer- term advances in technology and accompanying gains in productivity, however, exhibit few signs of abating and these gains, along with the lower interest rates, should support growth of the economy over time. Nonetheless, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Philadelphia, Cleveland, Atlanta, Chicago, St. Louis, Minneapolis, Dallas and San Francisco.",0.5461131971338887,1.0
20010320,20010320,"The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 50 basis points to 5 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 4-1/2 percent. Persistent pressures on profit margins are restraining investment spending and, through declines in equity wealth, consumption. The associated backup in inventories has induced a rapid response in manufacturing output and, with spending having firmed a bit since last year, inventory adjustment appears to be well underway. Although current developments do not appear to have materially diminished the prospects for long-term growth in productivity, excess productive capacity has emerged recently. The possibility that this excess could continue for some time and the potential for weakness in global economic conditions suggest substantial risks that demand and production could remain soft. In these circumstances, when the economic situation could be evolving rapidly, the Federal Reserve will need to monitor developments closely. The Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of all twelve Reserve Banks.",-1.7923702154931715,0.0
20010418,20010418,"The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 4-1/2 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 4 percent. The FOMC has reviewed prospects for the economy in light of the information that has become available since its March meeting. A significant reduction in excess inventories seems well advanced. Consumption and housing expenditures have held up reasonably well, though activity in these areas has flattened recently. Although measured productivity probably weakened in the first quarter, the impressive underlying rate of increase that developed in recent years appears to be largely intact. Nonetheless, capital investment has continued to soften and the persistent erosion in current and expected profitability, in combination with rising uncertainty about the business outlook, seems poised to dampen capital spending going forward. This potential restraint, together with the possible effects of earlier reductions in equity wealth on consumption and the risk of slower growth abroad, threatens to keep the pace of economic activity unacceptably weak. As a consequence, the Committee agreed that an adjustment in the stance of policy is warranted during this extended intermeeting period. The Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Atlanta, Minneapolis, Dallas, and San Francisco.",1.2542730178535813,1.0
20010515,20010515,"The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 50 basis points to 4 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 3-1/2 percent. A significant reduction in excess inventories seems well advanced. Consumption and housing expenditures have held up reasonably well, though activity in these areas has flattened recently. Investment in capital equipment, however, has continued to decline. The erosion in current and prospective profitability, in combination with considerable uncertainty about the business outlook, seems likely to hold down capital spending going forward. This potential restraint, together with the possible effects of earlier reductions in equity wealth on consumption and the risk of slower growth abroad, continues to weigh on the economy. With pressures on labor and product markets easing, inflation is expected to remain contained. Although measured productivity growth stalled in the first quarter, the impressive underlying rate of increase that developed in recent years appears to be largely intact, supporting longer-term prospects. The Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Richmond, Chicago, St. Louis and San Francisco.",2.845278724491012,1.0
20010627,20010627,"The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 25 basis points to 3-3/4 percent. In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 3-1/4 percent. Today's action by the FOMC brings the decline in the target federal funds rate since the beginning of the year to 275 basis points. The patterns evident in recent months--declining profitability and business capital spending, weak expansion of consumption, and slowing growth abroad--continue to weigh on the economy. The associated easing of pressures on labor and product markets is expected to keep inflation contained. Although continuing favorable trends bolster long-term prospects for productivity growth and the economy, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Atlanta, Chicago, Dallas and San Francisco.",1.249308921352856,1.0
20010821,20010821,"The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 25 basis points to 3-1/2 percent. In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 3 percent. Today's action by the FOMC brings the decline in the target federal funds rate since the beginning of the year to 300 basis points. Household demand has been sustained, but business profits and capital spending continue to weaken and growth abroad is slowing, weighing on the U.S. economy. The associated easing of pressures on labor and product markets is expected to keep inflation contained. Although long-term prospects for productivity growth and the economy remain favorable, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Richmond, Chicago, Kansas City and Dallas.",0.6956128061277554,1.0
20010917,20010917,"The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 3 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 2-1/2 percent. The Federal Reserve will continue to supply unusually large volumes of liquidity to the financial markets, as needed, until more normal market functioning is restored. As a consequence, the FOMC recognizes that the actual federal funds rate may be below its target on occasion in these unusual circumstances. Even before the tragic events of last week, employment, production, and business spending remained weak, and last week's events have the potential to damp spending further. Nonetheless, the long-term prospects for productivity growth and the economy remain favorable and should become evident once the unusual forces restraining demand abate. For the foreseeable future, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Richmond, Chicago, Minneapolis, Dallas, and San Francisco.",-0.5804970478062199,0.0
20011002,20011002,"The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 2-1/2 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 2 percent. The terrorist attacks have significantly heightened uncertainty in an economy that was already weak. Business and household spending as a consequence are being further damped. Nonetheless, the long-term prospects for productivity growth and the economy remain favorable and should become evident once the unusual forces restraining demand abate. The Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Cleveland, Richmond, Atlanta, St. Louis, Kansas City and San Francisco.",1.9927210407669322,1.0
20011106,20011106,"The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 2 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 1-1/2 percent. Heightened uncertainty and concerns about a deterioration in business conditions both here and abroad are damping economic activity. For the foreseeable future, then, the Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness. Although the necessary reallocation of resources to enhance security may restrain advances in productivity for a time, the long-term prospects for productivity growth and the economy remain favorable and should become evident once the unusual forces restraining demand abate. In taking the discount rate action, the Federal Reserve Board approved the request submitted by the Board of Directors of the Federal Reserve Bank of Richmond.",-0.2734869924297116,0.0
20011211,20011211,"The Federal Open Market Committee decided today to lower its target for the federal funds rate by 25 basis points to 1-3/4 percent. In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 1-1/4 percent. Economic activity remains soft, with underlying inflation likely to edge lower from relatively modest levels. To be sure, weakness in demand shows signs of abating, but those signs are preliminary and tentative. The Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future. Although the necessary reallocation of resources to enhance security may restrain advances in productivity for a time, the long-term prospects for productivity growth and the economy remain favorable and should become evident once the unusual forces restraining demand abate. In taking the discount rate action, the Federal Reserve Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Chicago and San Francisco.",0.027264903829736422,1.0
20020130,20020130,"The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-3/4 percent. Signs that weakness in demand is abating and economic activity is beginning to firm have become more prevalent. With the forces restraining the economy starting to diminish, and with the long- term prospects for productivity growth remaining favorable and monetary policy accommodative, the outlook for economic recovery has become more promising. The degree of any strength in business capital and household spending, however, is still uncertain. Hence, the Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.",1.493395627120818,1.0
